FECHA (YYMMDD);HORA (HHMM);Registros validados;Registros preliminares;Registros no validados;
090126;2000;0,2;;;
090126;2100;0,0999998;;;
090126;2200;0,0999998;;;
090126;2300;0,3;;;
090127;0000;0,4;;;
090127;0100;0,5;;;
090127;0200;0,4;;;
090127;0300;0,3;;;
090127;0400;0,5;;;
090127;0500;0,4;;;
090127;0600;1;;;
090127;0700;0,599998;;;
090127;0800;0,5;;;
090127;0900;0,2;;;
090127;1000;0,0999998;;;
090127;1100;0,0999998;;;
090127;1200;0,0999998;;;
090127;1300;0,0999998;;;
090127;1400;0,0999998;;;
090127;1500;0,0999998;;;
090127;1600;0,0999998;;;
090127;1700;0,0999998;;;
090127;1800;0,0999998;;;
090127;1900;0,0999998;;;
090127;2000;0,3;;;
090127;2100;0,3;;;
090127;2200;0,3;;;
090127;2300;0,4;;;
090128;0000;0,4;;;
090128;0100;0,5;;;
090128;0200;0,5;;;
090128;0300;0,5;;;
090128;0400;0,799996;;;
090128;0500;0,7;;;
090128;0600;1,4;;;
090128;0700;1,3;;;
090128;0800;0,7;;;
090128;0900;0,5;;;
090128;1000;0,4;;;
090128;1100;0,2;;;
090128;1200;0,0999998;;;
090128;1300;0,0999998;;;
090128;1400;0,0999998;;;
090128;1500;0,0999998;;;
090128;1600;0,0999998;;;
090128;1700;0,0999998;;;
090128;1800;0,0999998;;;
090128;1900;0,2;;;
090128;2000;0,3;;;
090128;2100;0,3;;;
090128;2200;0,4;;;
090128;2300;0,4;;;
090129;0000;0,4;;;
090129;0100;0,4;;;
090129;0200;0,4;;;
090129;0300;0,4;;;
090129;0400;0,4;;;
090129;0500;0,5;;;
090129;0600;0,7;;;
090129;0700;0,7;;;
090129;0800;0,7;;;
090129;0900;0,7;;;
090129;1000;0,5;;;
090129;1100;0,4;;;
090129;1200;0,4;;;
090129;1300;0,4;;;
090129;1400;0,4;;;
090129;1500;0,3;;;
090129;1600;0,3;;;
090129;1700;0,3;;;
090129;1800;0,4;;;
090129;1900;0,4;;;
090129;2000;0,4;;;
090129;2100;0,5;;;
090129;2200;0,5;;;
090129;2300;0,5;;;
090130;0000;0,4;;;
090130;0100;0,4;;;
090130;0200;0,4;;;
090130;0300;0,5;;;
090130;0400;0,5;;;
090130;0500;0,7;;;
090130;0600;0,9;;;
090130;0700;0,9;;;
090130;0800;0,599998;;;
090130;0900;0,599998;;;
090130;1000;0,7;;;
090130;1100;0,5;;;
090130;1200;0,5;;;
090130;1300;0,4;;;
090130;1400;0,4;;;
090130;1500;0,3;;;
090130;1600;0,3;;;
090130;1700;0,3;;;
090130;1800;0,3;;;
090130;1900;0,4;;;
090130;2000;0,5;;;
090130;2100;0,7;;;
090130;2200;0,799996;;;
090130;2300;0,9;;;
090131;0000;1,2;;;
090131;0100;1,2;;;
090131;0200;1,4;;;
090131;0300;1,4;;;
090131;0400;1,6;;;
090131;0500;1,8;;;
090131;0600;2,3;;;
090131;0700;2;;;
090131;0800;1,5;;;
090131;0900;0,799996;;;
090131;1000;0,599998;;;
090131;1100;0,5;;;
090131;1200;0,4;;;
090131;1300;0,4;;;
090131;1400;0,3;;;
090131;1500;0,3;;;
090131;1600;0,3;;;
090131;1700;0,3;;;
090131;1800;0,3;;;
090131;1900;0,5;;;
090131;2000;0,5;;;
090131;2100;0,5;;;
090131;2200;0,599998;;;
090131;2300;0,5;;;
090201;0000;0,799996;;;
090201;0100;0,7;;;
090201;0200;0,7;;;
090201;0300;0,7;;;
090201;0400;0,799996;;;
090201;0500;0,9;;;
090201;0600;1;;;
090201;0700;1;;;
090201;0800;0,799996;;;
090201;0900;0,799996;;;
090201;1000;0,7;;;
090201;1100;0,7;;;
090201;1200;0,599998;;;
090201;1300;0,5;;;
090201;1400;0,4;;;
090201;1500;0,4;;;
090201;1600;0,3;;;
090201;1700;0,3;;;
090201;1800;0,3;;;
090201;1900;0,4;;;
090201;2000;0,5;;;
090201;2100;0,5;;;
090201;2200;0,5;;;
090201;2300;0,599998;;;
090202;0000;0,5;;;
090202;0100;0,5;;;
090202;0200;0,5;;;
090202;0300;0,5;;;
090202;0400;0,5;;;
090202;0500;0,7;;;
090202;0600;0,799996;;;
090202;0700;0,799996;;;
090202;0800;0,799996;;;
090202;0900;0,799996;;;
090202;1000;0,599998;;;
090202;1100;0,599998;;;
090202;1200;0,5;;;
090202;1300;0,5;;;
090202;1400;0,5;;;
090202;1500;0,4;;;
090202;1600;0,4;;;
090202;1700;0,4;;;
090202;1800;0,5;;;
090202;1900;0,5;;;
090202;2000;0,5;;;
090202;2100;0,5;;;
090202;2200;0,5;;;
090202;2300;0,599998;;;
090203;0000;0,7;;;
090203;0100;0,799996;;;
090203;0200;0,799996;;;
090203;0300;0,799996;;;
090203;0400;0,799996;;;
090203;0500;0,9;;;
090203;0600;1,3;;;
090203;0700;1,1;;;
090203;0800;1,1;;;
090203;0900;0,9;;;
090203;1000;0,799996;;;
090203;1100;0,7;;;
090203;1200;0,5;;;
090203;1300;0,5;;;
090203;1400;0,4;;;
090203;1500;0,4;;;
090203;1600;0,4;;;
090203;1700;0,4;;;
090203;1800;0,4;;;
090203;1900;0,4;;;
090203;2000;0,5;;;
090203;2100;0,799996;;;
090203;2200;0,799996;;;
090203;2300;0,7;;;
090204;0000;0,5;;;
090204;0100;0,599998;;;
090204;0200;0,5;;;
090204;0300;0,5;;;
090204;0400;0,799996;;;
090204;0500;0,9;;;
090204;0600;1,4;;;
090204;0700;0,9;;;
090204;0800;0,799996;;;
090204;0900;0,799996;;;
090204;1000;0,7;;;
090204;1100;0,7;;;
090204;1200;0,599998;;;
090204;1300;0,5;;;
090204;1400;0,5;;;
090204;1500;0,5;;;
090204;1600;0,5;;;
090204;1700;0,4;;;
090204;1800;0,4;;;
090204;1900;0,5;;;
090204;2000;0,5;;;
090204;2100;0,599998;;;
090204;2200;0,7;;;
090204;2300;0,7;;;
090205;0000;0,799996;;;
090205;0100;0,7;;;
090205;0200;0,7;;;
090205;0300;0,7;;;
090205;0400;0,799996;;;
090205;0500;0,799996;;;
090205;0600;1,1;;;
090205;0700;0,9;;;
090205;0800;0,799996;;;
090205;0900;0,799996;;;
090205;1000;0,799996;;;
090205;1100;0,7;;;
090205;1200;0,7;;;
090205;1300;0,599998;;;
090205;1400;0,5;;;
090205;1500;0,5;;;
090205;1600;0,5;;;
090205;1700;0,5;;;
090205;1800;0,5;;;
090205;1900;0,599998;;;
090205;2000;0,7;;;
090205;2100;0,799996;;;
090205;2200;0,7;;;
090205;2300;0,7;;;
090206;0000;0,799996;;;
090206;0100;0,799996;;;
090206;0200;0,799996;;;
090206;0300;0,799996;;;
090206;0400;0,799996;;;
090206;0500;1,1;;;
090206;0600;1,6;;;
090206;0700;1,3;;;
090206;0800;0,9;;;
090206;0900;0,799996;;;
090206;1000;0,799996;;;
090206;1100;0,799996;;;
090206;1200;0,799996;;;
090206;1300;0,7;;;
090206;1400;0,7;;;
090206;1500;0,5;;;
090206;1600;0,5;;;
090206;1700;0,5;;;
090206;1800;0,5;;;
090206;1900;0,7;;;
090206;2000;0,799996;;;
090206;2100;0,799996;;;
090206;2200;0,799996;;;
090206;2300;0,799996;;;
090207;0000;0,799996;;;
090207;0100;0,9;;;
090207;0200;1,1;;;
090207;0300;1;;;
090207;0400;1,3;;;
090207;0500;1,1;;;
090207;0600;1,2;;;
090207;0700;0,9;;;
090207;0800;0,9;;;
090207;0900;1;;;
090207;1000;0,799996;;;
090207;1100;0,799996;;;
090207;1200;0,7;;;
090207;1300;0,7;;;
090207;1400;0,7;;;
090207;1500;0,7;;;
090207;1600;0,7;;;
090207;1700;0,7;;;
090207;1800;0,7;;;
090207;1900;0,7;;;
090207;2000;0,799996;;;
090207;2100;1;;;
090207;2200;1,1;;;
090207;2300;1;;;
090208;0000;1,1;;;
090208;0100;1,2;;;
090208;0200;1,3;;;
090208;0300;1,1;;;
090208;0400;1,5;;;
090208;0500;1,3;;;
090208;0600;1,2;;;
090208;0700;1;;;
090208;0800;0,799996;;;
090208;0900;0,799996;;;
090208;1000;0,799996;;;
090208;1100;0,799996;;;
090208;1200;0,799996;;;
090208;1300;0,799996;;;
090208;1400;0,7;;;
090208;1500;0,7;;;
090208;1600;0,7;;;
090208;1700;0,5;;;
090208;1800;0,5;;;
090208;1900;0,7;;;
090208;2000;1;;;
090208;2100;1,2;;;
090208;2200;1,8;;;
090208;2300;1,6;;;
090209;0000;1,3;;;
090209;0100;1,4;;;
090209;0200;0,9;;;
090209;0300;1;;;
090209;0400;1,3;;;
090209;0500;1,3;;;
090209;0600;1,9;;;
090209;0700;1,7;;;
090209;0800;1,3;;;
090209;0900;1,1;;;
090209;1000;0,9;;;
090209;1100;0,9;;;
090209;1200;0,9;;;
090209;1300;0,9;;;
090209;1400;0,799996;;;
090209;1500;0,799996;;;
090209;1600;0,9;;;
090209;1700;0,9;;;
090209;1800;0,9;;;
090209;1900;0,9;;;
090209;2000;0,9;;;
090209;2100;1,1;;;
090209;2200;1,2;;;
090209;2300;1,1;;;
090210;0000;0,9;;;
090210;0100;1;;;
090210;0200;1;;;
090210;0300;1;;;
090210;0400;1,1;;;
090210;0500;1,3;;;
090210;0600;1,3;;;
090210;0700;1,5;;;
090210;0800;1,3;;;
090210;0900;1,3;;;
090210;1000;1,3;;;
090210;1100;1,2;;;
090210;1200;1;;;
090210;1300;0,9;;;
090210;1400;0,799996;;;
090210;1500;0,799996;;;
090210;1600;0,7;;;
090210;1700;0,7;;;
090210;1800;0,799996;;;
090210;1900;0,9;;;
090210;2000;1,1;;;
090210;2100;1,2;;;
090210;2200;1,3;;;
090210;2300;1,5;;;
090211;0000;1,4;;;
090211;0100;1,4;;;
090211;0200;1,3;;;
090211;0300;1,6;;;
090211;0400;1,6;;;
090211;0500;1,4;;;
090211;0600;1,9;;;
090211;0700;1,8;;;
090211;0800;1,4;;;
090211;0900;1,1;;;
090211;1000;1;;;
090211;1100;1;;;
090211;1200;1;;;
090211;1300;0,9;;;
090211;1400;0,9;;;
090211;1500;0,799996;;;
090211;1600;0,7;;;
090211;1700;0,7;;;
090211;1800;0,7;;;
090211;1900;0,9;;;
090211;2000;1,1;;;
090211;2100;1,7;;;
090211;2200;1,4;;;
090211;2300;1,4;;;
090212;0000;1,1;;;
090212;0100;1,3;;;
090212;0200;1,4;;;
090212;0300;1,3;;;
090212;0400;1,5;;;
090212;0500;1,6;;;
090212;0600;1,7;;;
090212;0700;1,7;;;
090212;0800;1,4;;;
090212;0900;1,4;;;
090212;1000;1,3;;;
090212;1100;1,1;;;
090212;1200;1;;;
090212;1300;0,9;;;
090212;1400;0,9;;;
090212;1500;1;;;
090212;1600;1,2;;;
090212;1700;1,2;;;
090212;1800;1;;;
090212;1900;1,2;;;
090212;2000;1,3;;;
090212;2100;1,2;;;
090212;2200;1,2;;;
090212;2300;1,3;;;
090213;0000;1,1;;;
090213;0100;1;;;
090213;0200;1,2;;;
090213;0300;1,3;;;
090213;0400;1,2;;;
090213;0500;1,4;;;
090213;0600;1,5;;;
090213;0700;1,5;;;
090213;0800;1,3;;;
090213;0900;1,2;;;
090213;1000;1;;;
090213;1100;1,2;;;
090213;1200;1,1;;;
090213;1300;1;;;
090213;1400;1;;;
090213;1500;0,9;;;
090213;1600;0,9;;;
090213;1700;0,9;;;
090213;1800;1;;;
090213;1900;1,1;;;
090213;2000;1,2;;;
090213;2100;1,6;;;
090213;2200;1,7;;;
090213;2300;1,7;;;
090214;0000;1,4;;;
090214;0100;1,7;;;
090214;0200;1,6;;;
090214;0300;1,5;;;
090214;0400;1,5;;;
090214;0500;1,7;;;
090214;0600;1,9;;;
090214;0700;1,8;;;
090214;0800;1,4;;;
090214;0900;1,4;;;
090214;1000;1,3;;;
090214;1100;1,3;;;
090214;1200;1,2;;;
090214;1300;1,1;;;
090214;1400;1;;;
090214;1500;1;;;
090214;1600;1;;;
090214;1700;1;;;
090214;1800;1,1;;;
090214;1900;1,2;;;
090214;2000;1,3;;;
090214;2100;1,3;;;
090214;2200;1,3;;;
090214;2300;1,4;;;
090215;0000;1,4;;;
090215;0100;1,6;;;
090215;0200;1,6;;;
090215;0300;1,4;;;
090215;0400;1,7;;;
090215;0500;1,8;;;
090215;0600;1,8;;;
090215;0700;1,6;;;
090215;0800;1,5;;;
090215;0900;1,5;;;
090215;1000;1,4;;;
090215;1100;1,4;;;
090215;1200;1,3;;;
090215;1300;1,2;;;
090215;1400;1,2;;;
090215;1500;1,2;;;
090215;1600;1,1;;;
090215;1700;1,2;;;
090215;1800;1,3;;;
090215;1900;1,3;;;
090215;2000;1,4;;;
090215;2100;1,4;;;
090215;2200;1,4;;;
090215;2300;1,5;;;
090216;0000;1,5;;;
090216;0100;1,4;;;
090216;0200;1,5;;;
090216;0300;1,6;;;
090216;0400;1,4;;;
090216;0500;1,5;;;
090216;0600;1,6;;;
090216;0700;1,7;;;
090216;0800;1,6;;;
090216;0900;1,6;;;
090216;1000;1,6;;;
090216;1100;1,5;;;
090216;1200;1,3;;;
090216;1300;1,3;;;
090216;1400;1,3;;;
090216;1500;1,2;;;
090216;1600;1,2;;;
090216;1700;1,2;;;
090216;1800;1,2;;;
090216;1900;1,4;;;
090216;2000;1,5;;;
090216;2100;1,6;;;
090216;2200;1,8;;;
090216;2300;1,9;;;
090217;0000;1,6;;;
090217;0100;1,4;;;
090217;0200;1,6;;;
090217;0300;1,5;;;
090217;0400;1,5;;;
090217;0500;1,6;;;
090217;0600;2,1;;;
090217;0700;2,3;;;
090217;0800;1,6;;;
090217;0900;1,7;;;
090217;1000;1,7;;;
090217;1100;1,4;;;
090217;1200;1,3;;;
090217;1300;1,2;;;
090217;1400;1;;;
090217;1500;1;;;
090217;1600;1;;;
090217;1700;1;;;
090217;1800;1;;;
090217;1900;1,1;;;
090217;2000;1,2;;;
090217;2100;1,2;;;
090217;2200;1,2;;;
090217;2300;1,2;;;
090218;0000;1,1;;;
090218;0100;1;;;
090218;0200;1;;;
090218;0300;1;;;
090218;0400;1,2;;;
090218;0500;1,3;;;
090218;0600;1,4;;;
090218;0700;1,6;;;
090218;0800;1,3;;;
090218;0900;1,3;;;
090218;1000;1,2;;;
090218;1100;1,2;;;
090218;1200;1,2;;;
090218;1300;1,2;;;
090218;1400;1,2;;;
090218;1500;1,1;;;
090218;1600;1;;;
090218;1700;1;;;
090218;1800;1,1;;;
090218;1900;1,3;;;
090218;2000;1,3;;;
090218;2100;1,3;;;
090218;2200;1,3;;;
090218;2300;1,3;;;
090219;0000;1,3;;;
090219;0100;1,3;;;
090219;0200;1,3;;;
090219;0300;1,4;;;
090219;0400;1,6;;;
090219;0500;1,5;;;
090219;0600;1,7;;;
090219;0700;1,7;;;
090219;0800;1,7;;;
090219;0900;1,6;;;
090219;1000;1,4;;;
090219;1100;1,3;;;
090219;1200;1,4;;;
090219;1300;1,4;;;
090219;1400;1,3;;;
090219;1500;1,3;;;
090219;1600;1,3;;;
090219;1700;1,2;;;
090219;1800;1,3;;;
090219;1900;1,3;;;
090219;2000;1,3;;;
090219;2100;1,3;;;
090219;2200;1,4;;;
090219;2300;1,3;;;
090220;0000;1,3;;;
090220;0100;1,4;;;
090220;0200;1,4;;;
090220;0300;1,4;;;
090220;0400;1,4;;;
090220;0500;1,7;;;
090220;0600;1,9;;;
090220;0700;2,3;;;
090220;0800;2;;;
090220;0900;1,8;;;
090220;1000;1,6;;;
090220;1100;1,4;;;
090220;1200;1,3;;;
090220;1300;1,3;;;
090220;1400;1,3;;;
090220;1500;1,2;;;
090220;1600;1,2;;;
090220;1700;1,2;;;
090220;1800;1,2;;;
090220;1900;1,2;;;
090220;2000;1,4;;;
090220;2100;1,4;;;
090220;2200;1,3;;;
090220;2300;1,4;;;
090221;0000;1,3;;;
090221;0100;1,3;;;
090221;0200;1,2;;;
090221;0300;1,3;;;
090221;0400;1,2;;;
090221;0500;1,3;;;
090221;0600;1,3;;;
090221;0700;1,4;;;
090221;0800;1,5;;;
090221;0900;1,3;;;
090221;1000;1,3;;;
090221;1100;1,3;;;
090221;1200;1,3;;;
090221;1300;1,2;;;
090221;1400;1,2;;;
090221;1500;1,2;;;
090221;1600;1,2;;;
090221;1700;1,2;;;
090221;1800;1,2;;;
090221;1900;1,3;;;
090221;2000;1,3;;;
090221;2100;1,4;;;
090221;2200;1,5;;;
090221;2300;1,7;;;
090222;0000;2;;;
090222;0100;1,9;;;
090222;0200;2;;;
090222;0300;2;;;
090222;0400;2;;;
090222;0500;2;;;
090222;0600;1,8;;;
090222;0700;1,7;;;
090222;0800;1,4;;;
090222;0900;1,3;;;
090222;1000;1,3;;;
090222;1100;1,3;;;
090222;1200;1,4;;;
090222;1300;1,4;;;
090222;1400;1,2;;;
090222;1500;1,2;;;
090222;1600;1,2;;;
090222;1700;1,2;;;
090222;1800;1,2;;;
090222;1900;1,2;;;
090222;2000;1,4;;;
090222;2100;1,5;;;
090222;2200;1,9;;;
090222;2300;1,9;;;
090223;0000;1,8;;;
090223;0100;1,8;;;
090223;0200;2;;;
090223;0300;1,7;;;
090223;0400;1,6;;;
090223;0500;1,8;;;
090223;0600;2,3;;;
090223;0700;2;;;
090223;0800;1,6;;;
090223;0900;1,7;;;
090223;1000;1,5;;;
090223;1100;1,4;;;
090223;1200;1,4;;;
090223;1300;1,3;;;
090223;1400;1,3;;;
090223;1500;1,3;;;
090223;1600;1,3;;;
090223;1700;1,4;;;
090223;1800;1,5;;;
090223;1900;1,6;;;
090223;2000;1,7;;;
090223;2100;1,8;;;
090223;2200;1,8;;;
090223;2300;1,7;;;
090224;0000;1,8;;;
090224;0100;1,8;;;
090224;0200;1,8;;;
090224;0300;2;;;
090224;0400;1,9;;;
090224;0500;2,1;;;
090224;0600;2,4;;;
090224;0700;2,3;;;
090224;0800;2,2;;;
090224;0900;2,2;;;
090224;1000;2,1;;;
090224;1100;1,9;;;
090224;1200;1,7;;;
090224;1300;1,7;;;
090224;1400;1,6;;;
090224;1500;1,6;;;
090224;1600;1,6;;;
090224;1700;1,6;;;
090224;1800;1,6;;;
090224;1900;1,7;;;
090224;2000;1,8;;;
090224;2100;1,8;;;
090224;2200;1,9;;;
090224;2300;1,9;;;
090225;0000;2;;;
090225;0100;2,1;;;
090225;0200;2,1;;;
090225;0300;2;;;
090225;0400;1,9;;;
090225;0500;2,2;;;
090225;0600;2,4;;;
090225;0700;2,6;;;
090225;0800;2,6;;;
090225;0900;2,1;;;
090225;1000;2,2;;;
090225;1100;1,9;;;
090225;1200;1,8;;;
090225;1300;1,7;;;
090225;1400;1,7;;;
090225;1500;1,6;;;
090225;1600;1,6;;;
090225;1700;1,7;;;
090225;1800;1,7;;;
090225;1900;1,8;;;
090225;2000;1,8;;;
090225;2100;1,9;;;
090225;2200;2;;;
090225;2300;2,2;;;
090226;0000;2,1;;;
090226;0100;2,2;;;
090226;0200;2,2;;;
090226;0300;2,2;;;
090226;0400;2,1;;;
090226;0500;2,2;;;
090226;0600;2,4;;;
090226;0700;2,6;;;
090226;0800;2,5;;;
090226;0900;2,3;;;
090226;1000;2,2;;;
090226;1100;2;;;
090226;1200;1,8;;;
090226;1300;1,7;;;
090226;1400;1,7;;;
090226;1500;1,7;;;
090226;1600;1,7;;;
090226;1700;1,7;;;
090226;1800;1,8;;;
090226;1900;1,8;;;
090226;2000;1,9;;;
090226;2100;2;;;
090226;2200;2,2;;;
090226;2300;2,2;;;
090227;0000;2,1;;;
090227;0100;1,9;;;
090227;0200;1,9;;;
090227;0300;1,9;;;
090227;0400;2,1;;;
090227;0500;2,2;;;
090227;0600;2,4;;;
090227;0700;2,6;;;
090227;0800;2,7;;;
090227;0900;2,4;;;
090227;1000;2,2;;;
090227;1100;2;;;
090227;1200;1,8;;;
090227;1300;1,8;;;
090227;1400;1,8;;;
090227;1500;1,8;;;
090227;1600;1,8;;;
090227;1700;1,8;;;
090227;1800;1,8;;;
090227;1900;1,8;;;
090227;2000;2,1;;;
090227;2100;2,1;;;
090227;2200;2,1;;;
090227;2300;2,1;;;
090228;0000;2,1;;;
090228;0100;2,1;;;
090228;0200;2,1;;;
090228;0300;2,2;;;
090228;0400;2,2;;;
090228;0500;2,2;;;
090228;0600;2,2;;;
090228;0700;2,3;;;
090228;0800;2,3;;;
090228;0900;2,3;;;
090228;1000;2,5;;;
090228;1100;2,7;;;
090228;1200;2,6;;;
090228;1300;2,4;;;
090228;1400;2,3;;;
090228;1500;2,3;;;
090228;1600;2,2;;;
090228;1700;2,2;;;
090228;1800;2,1;;;
090228;1900;2,1;;;
090228;2000;2,2;;;
090228;2100;2,6;;;
090228;2200;3,1;;;
090228;2300;2,8;;;
090301;0000;1;;;
090301;0100;1;;;
090301;0200;1;;;
090301;0300;1;;;
090301;0400;1;;;
090301;0500;1;;;
090301;0600;1,1;;;
090301;0700;1,1;;;
090301;0800;1;;;
090301;0900;1;;;
090301;1000;0,9;;;
090301;1100;0,9;;;
090301;1200;0,9;;;
090301;1300;0,799996;;;
090301;1400;0,7;;;
090301;1500;0,7;;;
090301;1600;0,7;;;
090301;1700;0,7;;;
090301;1800;0,7;;;
090301;1900;0,799996;;;
090301;2000;0,9;;;
090301;2100;0,9;;;
090301;2200;0,9;;;
090301;2300;1;;;
090302;0000;0,9;;;
090302;0100;1;;;
090302;0200;0,9;;;
090302;0300;0,9;;;
090302;0400;1;;;
090302;0500;1,1;;;
090302;0600;1;;;
090302;0700;1,1;;;
090302;0800;0,9;;;
090302;0900;1;;;
090302;1000;1;;;
090302;1100;0,9;;;
090302;1200;0,799996;;;
090302;1300;0,7;;;
090302;1400;0,7;;;
090302;1500;0,7;;;
090302;1600;0,7;;;
090302;1700;0,7;;;
090302;1800;0,7;;;
090302;1900;0,799996;;;
090302;2000;0,9;;;
090302;2100;0,9;;;
090302;2200;1;;;
090302;2300;0,9;;;
090303;0000;0,9;;;
090303;0100;0,9;;;
090303;0200;0,9;;;
090303;0300;0,9;;;
090303;0400;0,9;;;
090303;0500;0,9;;;
090303;0600;0,9;;;
090303;0700;0,9;;;
090303;0800;0,9;;;
090303;0900;0,9;;;
090303;1000;0,9;;;
090303;1100;0,9;;;
090303;1200;0,9;;;
090303;1300;0,9;;;
090303;1400;0,9;;;
090303;1500;0,9;;;
090303;1600;0,9;;;
090303;1700;0,9;;;
090303;1800;0,9;;;
090303;1900;1;;;
090303;2000;1;;;
090303;2100;1;;;
090303;2200;1;;;
090303;2300;0,9;;;
090304;0000;0,9;;;
090304;0100;0,9;;;
090304;0200;0,9;;;
090304;0300;0,9;;;
090304;0400;0,9;;;
090304;0500;0,9;;;
090304;0600;1;;;
090304;0700;1,1;;;
090304;0800;0,9;;;
090304;0900;0,9;;;
090304;1000;0,9;;;
090304;1100;0,9;;;
090304;1200;1;;;
090304;1300;0,9;;;
090304;1400;;;;
090304;1500;0,7;;;
090304;1600;0,7;;;
090304;1700;0,7;;;
090304;1800;0,7;;;
090304;1900;0,799996;;;
090304;2000;0,9;;;
090304;2100;1;;;
090304;2200;0,9;;;
090304;2300;0,799996;;;
090305;0000;0,9;;;
090305;0100;0,9;;;
090305;0200;0,9;;;
090305;0300;0,9;;;
090305;0400;0,9;;;
090305;0500;1;;;
090305;0600;1,2;;;
090305;0700;1,3;;;
090305;0800;0,9;;;
090305;0900;1,1;;;
090305;1000;0,9;;;
090305;1100;0,799996;;;
090305;1200;0,9;;;
090305;1300;0,799996;;;
090305;1400;0,7;;;
090305;1500;0,7;;;
090305;1600;0,799996;;;
090305;1700;0,7;;;
090305;1800;0,7;;;
090305;1900;0,799996;;;
090305;2000;0,799996;;;
090305;2100;0,799996;;;
090305;2200;0,799996;;;
090305;2300;0,9;;;
090306;0000;1;;;
090306;0100;0,9;;;
090306;0200;0,799996;;;
090306;0300;0,9;;;
090306;0400;0,9;;;
090306;0500;1;;;
090306;0600;1,4;;;
090306;0700;2,2;;;
090306;0800;1,2;;;
090306;0900;0,9;;;
090306;1000;0,799996;;;
090306;1100;0,799996;;;
090306;1200;0,9;;;
090306;1300;0,7;;;
090306;1400;0,7;;;
090306;1500;0,7;;;
090306;1600;0,7;;;
090306;1700;0,7;;;
090306;1800;0,7;;;
090306;1900;0,7;;;
090306;2000;0,799996;;;
090306;2100;1,1;;;
090306;2200;1,1;;;
090306;2300;1,3;;;
090307;0000;1,3;;;
090307;0100;1,3;;;
090307;0200;1,2;;;
090307;0300;1,1;;;
090307;0400;1,1;;;
090307;0500;1,1;;;
090307;0600;1,1;;;
090307;0700;1,1;;;
090307;0800;1,1;;;
090307;0900;0,9;;;
090307;1000;0,799996;;;
090307;1100;0,799996;;;
090307;1200;0,9;;;
090307;1300;0,7;;;
090307;1400;0,7;;;
090307;1500;0,7;;;
090307;1600;0,7;;;
090307;1700;0,7;;;
090307;1800;0,7;;;
090307;1900;0,7;;;
090307;2000;0,9;;;
090307;2100;1;;;
090307;2200;1,1;;;
090307;2300;1;;;
090308;0000;1,3;;;
090308;0100;1,2;;;
090308;0200;1;;;
090308;0300;1,1;;;
090308;0400;1,1;;;
090308;0500;1,1;;;
090308;0600;1,1;;;
