FECHA (YYMMDD);HORA (HHMM);Registros validados;Registros preliminares;Registros no validados;
121003;1300;;1,8;;
121003;1400;;2,7;;
121003;1500;;2,9;;
121003;1600;;3,1;;
121003;1700;;3,9;;
121003;1800;;5,6;;
121003;1900;;9,59999;;
121003;2000;;13,4;;
121003;2100;;23;;
121003;2200;;14,6;;
121003;2300;;9,59999;;
121004;0000;;5,7;;
121004;0100;;2,5;;
121004;0200;;1,9;;
121004;0300;;1,9;;
121004;0400;;2,1;;
121004;0500;;2,8;;
121004;0600;;5,39999;;
121004;0700;;8;;
121004;0800;;6,3;;
121004;0900;;7,1;;
121004;1000;;8,59999;;
121004;1100;;6,8;;
121004;1200;;9;;
121004;1300;;8;;
121004;1400;;10,9;;
121004;1500;;16;;
121004;1600;;16,9;;
121004;1700;;15,3;;
121004;1800;;17;;
121004;1900;;14,6;;
121004;2000;;11;;
121004;2100;;5,8;;
121004;2200;;11,6;;
121004;2300;;7,5;;
121005;0000;;6,7;;
121005;0100;;5,7;;
121005;0200;;5,3;;
121005;0300;;5,8;;
121005;0400;;4,8;;
121005;0500;;7,2;;
121005;0600;;12,7;;
121005;0700;;24,2;;
121005;0800;;24,3;;
121005;0900;;7,6;;
121005;1000;;3;;
121005;1100;;3,3;;
121005;1200;;1,6;;
121005;1300;;2,5;;
121005;1400;;1,6;;
121005;1500;;3,8;;
121005;1600;;2,3;;
121005;1700;;5;;
121005;1800;;7,5;;
121005;1900;;10,6;;
121005;2000;;13,6;;
121005;2100;;14,4;;
121005;2200;;15,9;;
121005;2300;;9,79999;;
121006;0000;;6,5;;
121006;0100;;4,1;;
121006;0200;;5,1;;
121006;0300;;4,39999;;
121006;0400;;2,3;;
121006;0500;;3,7;;
121006;0600;;7,3;;
121006;0700;;8,79999;;
121006;0800;;5;;
121006;0900;;3,9;;
121006;1000;;2,2;;
121006;1100;;2,3;;
121006;1200;;2,1;;
121006;1300;;4,5;;
121006;1400;;5,6;;
121006;1500;;20,7;;
121006;1600;;17,1;;
121006;1700;;12;;
121006;1800;;15,6;;
121006;1900;;26,1;;
121006;2000;;17,2;;
121006;2100;;10,7;;
121006;2200;;8,2;;
121006;2300;;5,39999;;
121007;0000;;4,6;;
121007;0100;;2,6;;
121007;0200;;3,7;;
121007;0300;;5,3;;
121007;0400;;4,89999;;
121007;0500;;2;;
121007;0600;;5,8;;
121007;0700;;4,5;;
121007;0800;;1,6;;
121007;0900;;1,4;;
121007;1000;;1,3;;
121007;1100;;1,1;;
121007;1200;;1,2;;
121007;1300;;1,1;;
121007;1400;;1;;
121007;1500;;1;;
121007;1600;;1,3;;
121007;1700;;1,9;;
121007;1800;;3,7;;
121007;1900;;8,29999;;
121007;2000;;19,3;;
121007;2100;;10,2;;
121007;2200;;12,6;;
121007;2300;;13,7;;
121008;0000;;11,7;;
121008;0100;;9,09999;;
121008;0200;;5,1;;
121008;0300;;4,8;;
121008;0400;;4,5;;
121008;0500;;5,5;;
121008;0600;;19,6;;
121008;0700;;12,2;;
121008;0800;;18,2;;
121008;0900;;8,5;;
121008;1000;;3,8;;
121008;1100;;2,3;;
121008;1200;;1,1;;
121008;1300;;1,6;;
121008;1400;;2;;
121008;1500;;2,7;;
121008;1600;;2,5;;
121008;1700;;5,5;;
121008;1800;;7,8;;
121008;1900;;8,7;;
121008;2000;;9,59999;;
121008;2100;;9,89999;;
121008;2200;;8,09999;;
121008;2300;;6,8;;
121009;0000;;3,8;;
121009;0100;;2,7;;
121009;0200;;2,1;;
121009;0300;;2,8;;
121009;0400;;3,2;;
121009;0500;;4,1;;
121009;0600;;9,39999;;
121009;0700;;6,89999;;
121009;0800;;6,39999;;
121009;0900;;3,7;;
121009;1000;;2,5;;
121009;1100;;1,3;;
121009;1200;;1,2;;
121009;1300;;1,2;;
121009;1400;;1,5;;
121009;1500;;1,9;;
121009;1600;;2,3;;
121009;1700;;3,6;;
121009;1800;;4,6;;
121009;1900;;9,39999;;
121009;2000;;16,7;;
121009;2100;;5,8;;
121009;2200;;3,5;;
121009;2300;;1,6;;
121010;0000;;1;;
121010;0100;;0,9;;
121010;0200;;1;;
121010;0300;;1,2;;
121010;0400;;1,4;;
121010;0500;;2,5;;
121010;0600;;6,5;;
121010;0700;;7,1;;
121010;0800;;20,2;;
121010;0900;;2,9;;
121010;1000;;2,5;;
121010;1100;;1,5;;
121010;1200;;1,4;;
121010;1300;;1,1;;
121010;1400;;1,4;;
121010;1500;;2;;
121010;1600;;2,1;;
121010;1700;;4;;
121010;1800;;6,6;;
121010;1900;;9,2;;
121010;2000;;9,79999;;
121010;2100;;8,09999;;
121010;2200;;6,89999;;
121010;2300;;4;;
121011;0000;;4,6;;
121011;0100;;;;
121011;0200;;;;
121011;0300;;2,7;;
121011;0400;;3,8;;
121011;0500;;4,2;;
121011;0600;;8;;
121011;0700;;22,2;;
121011;0800;;12,1;;
121011;0900;;4,5;;
121011;1000;;2,9;;
121011;1100;;3,5;;
121011;1200;;2,3;;
121011;1300;;2,3;;
121011;1400;;1,9;;
121011;1500;;1,8;;
121011;1600;;2,2;;
121011;1700;;8,39999;;
121011;1800;;7,5;;
121011;1900;;6,7;;
121011;2000;;5,89999;;
121011;2100;;3,7;;
121011;2200;;2,1;;
121011;2300;;1,3;;
121012;0000;;1,7;;
121012;0100;;1;;
121012;0200;;0,7;;
121012;0300;;0,7;;
121012;0400;;0,7;;
121012;0500;;1,3;;
121012;0600;;5,3;;
121012;0700;;8,2;;
121012;0800;;6,7;;
121012;0900;;3,8;;
121012;1000;;2,8;;
121012;1100;;2,9;;
121012;1200;;2,8;;
121012;1300;;2,5;;
121012;1400;;4,3;;
121012;1500;;5,2;;
121012;1600;;7,3;;
121012;1700;;10,7;;
121012;1800;;8;;
121012;1900;;5,5;;
121012;2000;;4,3;;
121012;2100;;3;;
121012;2200;;2,1;;
121012;2300;;2,7;;
121013;0000;;2,4;;
121013;0100;;1,5;;
121013;0200;;1,8;;
121013;0300;;;;
121013;0400;;;;
121013;0500;;;;
121013;0600;;;;
121013;0700;;;;
121013;0800;;;;
121013;0900;;;;
121013;1000;;;;
121013;1100;;;;
121013;1200;;;;
121013;1300;;;;
121013;1400;;;;
121013;1500;;;;
121013;1600;;;;
121013;1700;;;;
121013;1800;;;;
121013;1900;;;;
121013;2000;;;;
121013;2100;;;;
121013;2200;;;;
121013;2300;;;;
121014;0000;;;;
121014;0100;;;;
121014;0200;;;;
121014;0300;;;;
121014;0400;;;;
121014;0500;;;;
121014;0600;;;;
121014;0700;;;;
121014;0800;;;;
121014;0900;;;;
121014;1000;;;;
121014;1100;;;;
121014;1200;;;;
121014;1300;;;;
121014;1400;;;;
121014;1500;;;;
121014;1600;;;;
121014;1700;;;;
121014;1800;;;;
121014;1900;;;;
121014;2000;;;;
121014;2100;;;;
121014;2200;;;;
121014;2300;;;;
121015;0000;;;;
121015;0100;;;;
121015;0200;;;;
121015;0300;;;;
121015;0400;;;;
121015;0500;;;;
121015;0600;;;;
121015;0700;;;;
121015;0800;;;;
121015;0900;;;;
121015;1000;;;;
121015;1100;;;;
121015;1200;;;;
121015;1300;;;;
121015;1400;;;;
121015;1500;;;;
121015;1600;;;;
121015;1700;;;;
121015;1800;;;;
121015;1900;;;;
121015;2000;;;;
121015;2100;;;;
121015;2200;;;;
121015;2300;;;;
121016;0000;;;;
121016;0100;;;;
121016;0200;;;;
121016;0300;;;;
121016;0400;;;;
121016;0500;;;;
121016;0600;;;;
121016;0700;;;;
121016;0800;;;;
121016;0900;;;;
121016;1000;;;;
121016;1100;;;;
121016;1200;;;;
121016;1300;;1,1;;
121016;1400;;2,2;;
121016;1500;;1,3;;
121016;1600;;1,7;;
121016;1700;;2,1;;
121016;1800;;3,7;;
121016;1900;;7,6;;
121016;2000;;9,39999;;
121016;2100;;7,2;;
121016;2200;;7,3;;
121016;2300;;5,5;;
121017;0000;;4,8;;
121017;0100;;3,8;;
121017;0200;;3,8;;
121017;0300;;2,7;;
121017;0400;;3,6;;
121017;0500;;7,39999;;
121017;0600;;9,39999;;
121017;0700;;27,9;;
121017;0800;;7,6;;
121017;0900;;6,6;;
121017;1000;;8,59999;;
121017;1100;;8,2;;
121017;1200;;2,9;;
121017;1300;;2,6;;
121017;1400;;1,7;;
121017;1500;;2;;
121017;1600;;2,1;;
121017;1700;;2,4;;
121017;1800;;3,5;;
121017;1900;;3,8;;
121017;2000;;3,6;;
121017;2100;;3,5;;
121017;2200;;3,1;;
121017;2300;;2,4;;
121018;0000;;2,4;;
121018;0100;;2;;
121018;0200;;1,6;;
121018;0300;;2,3;;
121018;0400;;1,6;;
121018;0500;;2,6;;
121018;0600;;12,5;;
121018;0700;;12;;
121018;0800;;6,8;;
121018;0900;;4,89999;;
121018;1000;;4,2;;
121018;1100;;5,8;;
121018;1200;;3,7;;
121018;1300;;3,4;;
121018;1400;;2,4;;
121018;1500;;1,6;;
121018;1600;;1,7;;
121018;1700;;2,9;;
121018;1800;;4;;
121018;1900;;7,7;;
121018;2000;;9,79999;;
121018;2100;;15,7;;
121018;2200;;9,2;;
121018;2300;;7,6;;
121019;0000;;5,6;;
121019;0100;;6,1;;
121019;0200;;4,3;;
121019;0300;;4,3;;
121019;0400;;4,7;;
121019;0500;;5,7;;
121019;0600;;10,4;;
121019;0700;;14,4;;
121019;0800;;15,5;;
121019;0900;;13,2;;
121019;1000;;11;;
121019;1100;;8,29999;;
121019;1200;;7,2;;
121019;1300;;8,79999;;
121019;1400;;6,39999;;
121019;1500;;7,2;;
121019;1600;;9,7;;
121019;1700;;9;;
121019;1800;;15,3;;
121019;1900;;16,5;;
121019;2000;;30,5;;
121019;2100;;12,3;;
121019;2200;;6,6;;
121019;2300;;5,5;;
121020;0000;;4,5;;
121020;0100;;7,3;;
121020;0200;;6;;
121020;0300;;4,89999;;
121020;0400;;3,5;;
121020;0500;;4,1;;
121020;0600;;12,8;;
121020;0700;;12,1;;
121020;0800;;6,89999;;
121020;0900;;4,2;;
121020;1000;;4;;
121020;1100;;4;;
121020;1200;;4,89999;;
121020;1300;;3,3;;
121020;1400;;3;;
121020;1500;;3,5;;
121020;1600;;2,5;;
121020;1700;;1,9;;
121020;1800;;3,9;;
121020;1900;;9,59999;;
121020;2000;;10,3;;
121020;2100;;10;;
121020;2200;;8,2;;
121020;2300;;9,89999;;
121021;0000;;10,8;;
121021;0100;;8,7;;
121021;0200;;4,8;;
121021;0300;;5;;
121021;0400;;5,39999;;
121021;0500;;5,3;;
121021;0600;;6,1;;
121021;0700;;4,89999;;
121021;0800;;4;;
121021;0900;;4,6;;
121021;1000;;4,39999;;
121021;1100;;3,9;;
121021;1200;;4,3;;
121021;1300;;3,3;;
121021;1400;;3,5;;
121021;1500;;2,5;;
121021;1600;;7,2;;
121021;1700;;10;;
121021;1800;;12,3;;
121021;1900;;11,9;;
121021;2000;;12,3;;
121021;2100;;9,09999;;
121021;2200;;6,39999;;
121021;2300;;4,5;;
121022;0000;;6,2;;
121022;0100;;5,39999;;
121022;0200;;3,1;;
121022;0300;;2,2;;
121022;0400;;2,5;;
121022;0500;;4,8;;
121022;0600;;14,5;;
121022;0700;;12,9;;
121022;0800;;8,39999;;
121022;0900;;6;;
121022;1000;;4;;
121022;1100;;1,7;;
121022;1200;;3,1;;
121022;1300;;3,8;;
121022;1400;;3,2;;
121022;1500;;5,5;;
121022;1600;;1,6;;
121022;1700;;2,4;;
121022;1800;;3,3;;
121022;1900;;5,3;;
121022;2000;;11,4;;
121022;2100;;17,7;;
121022;2200;;17,4;;
121022;2300;;14,9;;
121023;0000;;11,3;;
121023;0100;;11,9;;
121023;0200;;10,5;;
121023;0300;;6,89999;;
121023;0400;;8;;
121023;0500;;8,29999;;
121023;0600;;10,7;;
121023;0700;;32,2;;
121023;0800;;12,2;;
121023;0900;;3,8;;
121023;1000;;2,2;;
121023;1100;;2,9;;
121023;1200;;2,2;;
121023;1300;;2,2;;
121023;1400;;1,6;;
121023;1500;;;;
121023;1600;;6,7;;
121023;1700;;5,2;;
121023;1800;;3,3;;
121023;1900;;7,1;;
121023;2000;;8,39999;;
121023;2100;;13;;
121023;2200;;18;;
121023;2300;;14,4;;
121024;0000;;10,1;;
121024;0100;;6,6;;
121024;0200;;4,39999;;
121024;0300;;4,7;;
121024;0400;;5,7;;
121024;0500;;10,5;;
121024;0600;;14,6;;
121024;0700;;17,3;;
121024;0800;;10,3;;
121024;0900;;4,6;;
121024;1000;;1,5;;
121024;1100;;2,3;;
121024;1200;;1;;
121024;1300;;1,6;;
121024;1400;;2;;
121024;1500;;1,8;;
121024;1600;;3;;
121024;1700;;2,5;;
121024;1800;;2,7;;
121024;1900;;11,4;;
121024;2000;;15,7;;
121024;2100;;17,5;;
121024;2200;;19;;
121024;2300;;14,4;;
121025;0000;;13,3;;
121025;0100;;9,39999;;
121025;0200;;6,3;;
121025;0300;;5,3;;
121025;0400;;4,89999;;
121025;0500;;6,6;;
121025;0600;;21,6;;
121025;0700;;15,3;;
121025;0800;;13,3;;
121025;0900;;5,5;;
121025;1000;;3,9;;
121025;1100;;3,6;;
121025;1200;;3,1;;
121025;1300;;1,8;;
121025;1400;;2;;
121025;1500;;2,3;;
121025;1600;;3,1;;
121025;1700;;2,3;;
121025;1800;;3,5;;
121025;1900;;8,5;;
121025;2000;;14,6;;
121025;2100;;16,6;;
121025;2200;;15,9;;
121025;2300;;11,8;;
121026;0000;;0;;
121026;0100;;0;;
121026;0200;;0;;
121026;0300;;0;;
121026;0400;;0;;
121026;0500;;0,3;;
121026;0600;;34,3;;
121026;0700;;;;
121026;0800;;;;
121026;0900;;;;
121026;1000;;;;
121026;1100;;;;
121026;1200;;;;
121026;1300;;;;
121026;1400;;;;
121026;1500;;6,5;;
121026;1600;;;;
121026;1700;;;;
121026;1800;;;;
121026;1900;;0;;
121026;2000;;0;;
121026;2100;;0;;
121026;2200;;0;;
121026;2300;;0;;
121027;0000;;0;;
121027;0100;;0;;
121027;0200;;0;;
121027;0300;;0;;
121027;0400;;0;;
121027;0500;;0,2;;
121027;0600;;29,8;;
121027;0700;;;;
121027;0800;;;;
121027;0900;;;;
121027;1000;;;;
121027;1100;;;;
121027;1200;;;;
121027;1300;;;;
121027;1400;;;;
121027;1500;;;;
121027;1600;;;;
121027;1700;;;;
121027;1800;;2,3;;
121027;1900;;3,8;;
121027;2000;;7,8;;
121027;2100;;9,2;;
121027;2200;;10,1;;
121027;2300;;8,79999;;
121028;0000;;9,09999;;
121028;0100;;7,5;;
121028;0200;;7,8;;
121028;0300;;6,8;;
121028;0400;;5,3;;
121028;0500;;5,39999;;
121028;0600;;6,39999;;
121028;0700;;3,7;;
121028;0800;;1,7;;
121028;0900;;1,5;;
121028;1000;;1,2;;
121028;1100;;1,3;;
121028;1200;;1,1;;
121028;1300;;0,799999;;
121028;1400;;1;;
121028;1500;;1,3;;
121028;1600;;1,3;;
121028;1700;;1,3;;
121028;1800;;1,8;;
121028;1900;;5,7;;
121028;2000;;7,8;;
121028;2100;;10,3;;
121028;2200;;6,7;;
121028;2300;;4,2;;
121029;0000;;4,3;;
121029;0100;;2,5;;
121029;0200;;3,6;;
121029;0300;;2,9;;
121029;0400;;3,4;;
121029;0500;;8,2;;
121029;0600;;34,6;;
121029;0700;;15,4;;
121029;0800;;2,4;;
121029;0900;;1,8;;
121029;1000;;1,9;;
121029;1100;;1,7;;
121029;1200;;1,1;;
121029;1300;;2,2;;
121029;1400;;1,1;;
121029;1500;;1;;
121029;1600;;1,2;;
121029;1700;;2;;
121029;1800;;3,5;;
121029;1900;;5;;
121029;2000;;4,8;;
121029;2100;;8,5;;
121029;2200;;7,8;;
121029;2300;;7,1;;
121030;0000;;6,3;;
121030;0100;;4,89999;;
121030;0200;;2,8;;
121030;0300;;2,2;;
121030;0400;;3,1;;
121030;0500;;5;;
121030;0600;;13,8;;
121030;0700;;29,2;;
121030;0800;;2,6;;
121030;0900;;3;;
121030;1000;;2,4;;
121030;1100;;2,4;;
121030;1200;;1,4;;
121030;1300;;1,5;;
121030;1400;;1,4;;
121030;1500;;2,2;;
121030;1600;;2,7;;
121030;1700;;3,6;;
121030;1800;;4,2;;
121030;1900;;8,79999;;
121030;2000;;11,6;;
121030;2100;;17,4;;
121030;2200;;14,1;;
121030;2300;;12,1;;
121031;0000;;10,2;;
121031;0100;;5,1;;
121031;0200;;2,1;;
121031;0300;;3,5;;
121031;0400;;2,7;;
121031;0500;;2,6;;
121031;0600;;6,5;;
121031;0700;;13,1;;
121031;0800;;10,3;;
121031;0900;;5,89999;;
121031;1000;;3,3;;
121031;1100;;2,8;;
121031;1200;;2,2;;
121031;1300;;1,6;;
121031;1400;;8,79999;;
121031;1500;;1,9;;
121031;1600;;1,9;;
121031;1700;;1,9;;
121031;1800;;2,9;;
121031;1900;;4,5;;
121031;2000;;8,29999;;
121031;2100;;7,8;;
121031;2200;;12,8;;
121031;2300;;14,7;;
121101;0000;;14;;
121101;0100;;9,59999;;
121101;0200;;8,09999;;
121101;0300;;6,39999;;
121101;0400;;5,1;;
121101;0500;;4,7;;
121101;0600;;4,7;;
121101;0700;;7,5;;
121101;0800;;4,39999;;
121101;0900;;1,8;;
121101;1000;;1,4;;
121101;1100;;0,799999;;
121101;1200;;0,799999;;
121101;1300;;0,7;;
121101;1400;;0,7;;
121101;1500;;0,799999;;
121101;1600;;0,7;;
121101;1700;;1,1;;
121101;1800;;1,4;;
121101;1900;;2,6;;
121101;2000;;4;;
121101;2100;;8;;
121101;2200;;7;;
121101;2300;;6,89999;;
121102;0000;;5,7;;
121102;0100;;5,2;;
121102;0200;;5,3;;
121102;0300;;5,89999;;
121102;0400;;5;;
121102;0500;;3,7;;
121102;0600;;6,3;;
121102;0700;;2,6;;
121102;0800;;2,4;;
121102;0900;;1,7;;
121102;1000;;1,6;;
121102;1100;;1,4;;
121102;1200;;1,2;;
121102;1300;;1,3;;
121102;1400;;1,8;;
121102;1500;;1,3;;
121102;1600;;0,799999;;
121102;1700;;0,9;;
121102;1800;;2,2;;
121102;1900;;5,2;;
121102;2000;;11,1;;
121102;2100;;17,8;;
121102;2200;;16,5;;
121102;2300;;13,3;;
121103;0000;;11,7;;
121103;0100;;7,3;;
121103;0200;;7,1;;
121103;0300;;6,2;;
121103;0400;;5,39999;;
121103;0500;;5;;
121103;0600;;2,6;;
121103;0700;;10;;
121103;0800;;1,6;;
121103;0900;;1,7;;
121103;1000;;1,3;;
121103;1100;;1,1;;
121103;1200;;2,4;;
121103;1300;;0,9;;
121103;1400;;0,9;;
121103;1500;;0,9;;
121103;1600;;1;;
121103;1700;;1,2;;
121103;1800;;1,9;;
121103;1900;;4,6;;
121103;2000;;8,2;;
121103;2100;;7,39999;;
121103;2200;;8;;
121103;2300;;6,89999;;
121104;0000;;5;;
121104;0100;;4,8;;
121104;0200;;4,1;;
121104;0300;;4,8;;
121104;0400;;2,9;;
121104;0500;;2,4;;
121104;0600;;2;;
121104;0700;;5,39999;;
121104;0800;;2,2;;
121104;0900;;1,7;;
121104;1000;;2;;
121104;1100;;1,1;;
121104;1200;;0,9;;
121104;1300;;0,7;;
121104;1400;;0,799999;;
121104;1500;;0,799999;;
121104;1600;;1,2;;
121104;1700;;1,3;;
121104;1800;;2,8;;
121104;1900;;6;;
121104;2000;;6,89999;;
121104;2100;;6,2;;
121104;2200;;6,1;;
121104;2300;;6,5;;
121105;0000;;4,1;;
121105;0100;;2,3;;
121105;0200;;2,7;;
121105;0300;;1,6;;
121105;0400;;3;;
121105;0500;;4,39999;;
121105;0600;;11,6;;
121105;0700;;6,5;;
121105;0800;;5,3;;
121105;0900;;2,6;;
121105;1000;;2;;
121105;1100;;1,8;;
121105;1200;;1,9;;
121105;1300;;1;;
121105;1400;;1,6;;
121105;1500;;1;;
121105;1600;;3;;
121105;1700;;1,5;;
121105;1800;;1,7;;
121105;1900;;2,7;;
121105;2000;;3,2;;
121105;2100;;2,9;;
121105;2200;;4,1;;
121105;2300;;4,7;;
121106;0000;;4;;
121106;0100;;2,8;;
121106;0200;;5,5;;
121106;0300;;3,1;;
121106;0400;;3,8;;
121106;0500;;1,8;;
121106;0600;;3;;
121106;0700;;10,9;;
121106;0800;;6,89999;;
121106;0900;;10,2;;
121106;1000;;3;;
121106;1100;;1,4;;
121106;1200;;1;;
121106;1300;;1,1;;
121106;1400;;2,6;;
121106;1500;;1,5;;
121106;1600;;0,9;;
121106;1700;;1,1;;
121106;1800;;1,5;;
121106;1900;;2,6;;
121106;2000;;3,9;;
121106;2100;;3,3;;
121106;2200;;4,8;;
121106;2300;;5,39999;;
121107;0000;;3,2;;
121107;0100;;1;;
121107;0200;;0,5;;
121107;0300;;0,5;;
121107;0400;;5,7;;
121107;0500;;5,7;;
121107;0600;;5,3;;
121107;0700;;13,8;;
121107;0800;;7,8;;
121107;0900;;4,8;;
121107;1000;;5,3;;
121107;1100;;5,1;;
121107;1200;;1,7;;
121107;1300;;1,1;;
121107;1400;;1;;
121107;1500;;2;;
121107;1600;;1,9;;
121107;1700;;2,1;;
121107;1800;;3,1;;
121107;1900;;4,39999;;
121107;2000;;8,2;;
121107;2100;;7,1;;
121107;2200;;10,6;;
121107;2300;;3,9;;
121108;0000;;3,3;;
121108;0100;;2,4;;
121108;0200;;2,3;;
121108;0300;;1,7;;
121108;0400;;1,5;;
121108;0500;;2,8;;
121108;0600;;17,1;;
121108;0700;;9,59999;;
121108;0800;;6,3;;
121108;0900;;5,1;;
121108;1000;;6,6;;
121108;1100;;6,89999;;
121108;1200;;10,1;;
121108;1300;;15,9;;
121108;1400;;12,3;;
121108;1500;;10,8;;
121108;1600;;6,39999;;
121108;1700;;7,89999;;
121108;1800;;10,9;;
121108;1900;;12,7;;
121108;2000;;7,8;;
121108;2100;;7,5;;
121108;2200;;10;;
121108;2300;;9,7;;
121109;0000;;8,39999;;
121109;0100;;7,1;;
121109;0200;;3,2;;
121109;0300;;3,3;;
121109;0400;;4,2;;
121109;0500;;5,8;;
121109;0600;;6,1;;
121109;0700;;8,59999;;
121109;0800;;3,9;;
121109;0900;;2,3;;
121109;1000;;1,3;;
121109;1100;;1,5;;
121109;1200;;1,1;;
121109;1300;;1,2;;
121109;1400;;2,3;;
121109;1500;;1;;
121109;1600;;1,3;;
121109;1700;;1,7;;
121109;1800;;2,2;;
121109;1900;;6;;
121109;2000;;9;;
121109;2100;;7,6;;
121109;2200;;7,8;;
121109;2300;;11,7;;
121110;0000;;11,4;;
121110;0100;;8,7;;
121110;0200;;6,5;;
121110;0300;;6,5;;
121110;0400;;6,7;;
121110;0500;;7,2;;
121110;0600;;12,7;;
121110;0700;;4,39999;;
121110;0800;;2,2;;
121110;0900;;1,5;;
121110;1000;;1,7;;
121110;1100;;1,7;;
121110;1200;;1,2;;
121110;1300;;1,2;;
121110;1400;;1,2;;
121110;1500;;1,3;;
121110;1600;;1,6;;
121110;1700;;1,7;;
121110;1800;;2,6;;
121110;1900;;12,9;;
121110;2000;;9,2;;
121110;2100;;5,8;;
121110;2200;;5,89999;;
121110;2300;;6,5;;
121111;0000;;4,8;;
121111;0100;;4,3;;
121111;0200;;4;;
121111;0300;;1,3;;
121111;0400;;1,2;;
121111;0500;;1,2;;
121111;0600;;1,6;;
121111;0700;;1,4;;
121111;0800;;1,3;;
121111;0900;;1,3;;
121111;1000;;1,3;;
121111;1100;;2,3;;
121111;1200;;2;;
121111;1300;;1,2;;
121111;1400;;1,1;;
121111;1500;;1;;
121111;1600;;1,4;;
121111;1700;;1,7;;
121111;1800;;2,4;;
121111;1900;;3,9;;
121111;2000;;6;;
121111;2100;;5,89999;;
121111;2200;;5,1;;
121111;2300;;2,2;;
121112;0000;;1,1;;
121112;0100;;1;;
121112;0200;;0,9;;
121112;0300;;1,2;;
121112;0400;;1,1;;
121112;0500;;1,8;;
121112;0600;;7,1;;
121112;0700;;6,2;;
121112;0800;;6;;
121112;0900;;3,7;;
121112;1000;;4;;
121112;1100;;3,7;;
121112;1200;;1,7;;
121112;1300;;1,4;;
121112;1400;;1,4;;
121112;1500;;1,4;;
121112;1600;;3;;
121112;1700;;3,6;;
121112;1800;;4,3;;
121112;1900;;6,2;;
121112;2000;;5,3;;
121112;2100;;7,8;;
121112;2200;;3,9;;
121112;2300;;2,8;;
121113;0000;;1,6;;
121113;0100;;1,6;;
121113;0200;;1;;
121113;0300;;1,4;;
121113;0400;;1,1;;
121113;0500;;1,7;;
121113;0600;;5,2;;
121113;0700;;8,5;;
121113;0800;;;;
121113;0900;;4,2;;
121113;1000;;3,9;;
121113;1100;;2,5;;
121113;1200;;2,6;;
121113;1300;;1,6;;
121113;1400;;1,4;;
121113;1500;;2;;
121113;1600;;2,2;;
121113;1700;;3,4;;
121113;1800;;3,3;;
121113;1900;;4,89999;;
121113;2000;;6,89999;;
121113;2100;;5,39999;;
121113;2200;;4,89999;;
121113;2300;;2,3;;
121114;0000;;0,9;;
121114;0100;;1,1;;
121114;0200;;1,1;;
121114;0300;;1,1;;
121114;0400;;1,1;;
121114;0500;;2,7;;
121114;0600;;8,59999;;
121114;0700;;3,9;;
121114;0800;;2,1;;
121114;0900;;2,1;;
121114;1000;;3,9;;
121114;1100;;5;;
121114;1200;;2;;
121114;1300;;1,1;;
121114;1400;;1,4;;
121114;1500;;2,7;;
121114;1600;;2,3;;
121114;1700;;2,9;;
121114;1800;;3;;
121114;1900;;5;;
121114;2000;;4,3;;
121114;2100;;3,1;;
121114;2200;;2,9;;
121114;2300;;1,3;;
121115;0000;;0,7;;
121115;0100;;0,9;;
121115;0200;;0,799999;;
121115;0300;;0,599999;;
121115;0400;;1,1;;
121115;0500;;1,7;;
121115;0600;;4,3;;
121115;0700;;4;;
121115;0800;;2,4;;
121115;0900;;2,2;;
121115;1000;;1,4;;
121115;1100;;1,2;;
121115;1200;;1,1;;
121115;1300;;1,3;;
121115;1400;;1,5;;
121115;1500;;1,6;;
121115;1600;;1,7;;
121115;1700;;3,3;;
121115;1800;;5;;
121115;1900;;5,8;;
121115;2000;;6,1;;
121115;2100;;5;;
121115;2200;;5;;
121115;2300;;3,6;;
121116;0000;;2,2;;
121116;0100;;2,5;;
121116;0200;;2,1;;
121116;0300;;2;;
121116;0400;;2,5;;
121116;0500;;3,4;;
121116;0600;;10,2;;
121116;0700;;5,7;;
121116;0800;;3,9;;
121116;0900;;2,9;;
121116;1000;;3,5;;
121116;1100;;2,2;;
121116;1200;;1,8;;
121116;1300;;2,5;;
121116;1400;;2,4;;
121116;1500;;2,5;;
121116;1600;;2,8;;
121116;1700;;1,9;;
121116;1800;;2,2;;
121116;1900;;3,4;;
121116;2000;;5,7;;
121116;2100;;6,6;;
121116;2200;;6,89999;;
121116;2300;;8,7;;
121117;0000;;8,09999;;
121117;0100;;3,8;;
121117;0200;;1,7;;
121117;0300;;1,9;;
121117;0400;;2,5;;
121117;0500;;3;;
121117;0600;;5,8;;
121117;0700;;5,8;;
121117;0800;;6,6;;
121117;0900;;7,39999;;
121117;1000;;4,5;;
121117;1100;;2,9;;
121117;1200;;2,5;;
121117;1300;;1,5;;
121117;1400;;1,3;;
121117;1500;;1,1;;
121117;1600;;1,2;;
121117;1700;;1,3;;
121117;1800;;1,9;;
121117;1900;;2,5;;
121117;2000;;3,9;;
121117;2100;;6,6;;
121117;2200;;6,89999;;
121117;2300;;5,39999;;
121118;0000;;2,1;;
121118;0100;;1,2;;
121118;0200;;0,9;;
121118;0300;;0,799999;;
121118;0400;;0,799999;;
121118;0500;;0,9;;
121118;0600;;0,7;;
121118;0700;;1,2;;
121118;0800;;1,5;;
121118;0900;;1,3;;
121118;1000;;1,2;;
121118;1100;;1,3;;
121118;1200;;1,4;;
121118;1300;;1,1;;
121118;1400;;0,7;;
121118;1500;;0,9;;
121118;1600;;0,9;;
